Host_protein	Pathogen_Protein	Host_taxid	Pathogen_taxid	Pathogen_category
O15144	Q8ZJN2	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O15144	Q7ARD3	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O15145	Q81VV3	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O15173	P0DOE9	taxid:9606(human|Homo sapiens)	taxid:11259(hrsva|human respiratory sy)	VIRUS
O15173	A0A142I5B9	taxid:9606(human|Homo sapiens)	taxid:2316109(ZIKVK|Zika virus (isolate ZIKV/Human/Cambodia/FSS13025/2010))	VIRUS
O15173	Q77M19	taxid:9606(human|Homo sapiens)	taxid:132487(measw|Measles virus (strain Edmonston-Schwarz vaccine))	VIRUS
O15217	P38340	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O15217	P32502	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O15217	P32502	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O15217	P38340	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O15217	P38340	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O15217	P25335	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O15217	P32502	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O15217	P25335	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O15217	P25335	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O15228	P0DOE9	taxid:9606(human|Homo sapiens)	taxid:11259(hrsva|human respiratory sy)	VIRUS
O15269	P0DOE9	taxid:9606(human|Homo sapiens)	taxid:11259(hrsva|human respiratory sy)	VIRUS
O15269	A0A0H2W5B4	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O15269	C5E519	taxid:9606(human|Homo sapiens)	taxid:643960(A/New York/1682/2009(H1N1)|Influenza A virus)	VIRUS
O15269	P03431	taxid:9606(human|Homo sapiens)	taxid:211044(i34a1|Influenza A virus (strain A/Puerto Rico/8/1934 H1N1))	VIRUS
O15269	C5E524	taxid:9606(human|Homo sapiens)	taxid:643960(A/New York/1682/2009(H1N1)|Influenza A virus)	VIRUS
O15269	Q1K9H5	taxid:9606(human|Homo sapiens)	taxid:381518(i33a0|Influenza A virus (strain A/Wilson-Smith/1933 H1N1))	VIRUS
O15269	B4URF7	taxid:9606(human|Homo sapiens)	taxid:381518(i33a0|Influenza A virus (strain A/Wilson-Smith/1933 H1N1))	VIRUS
O15269	Q77M19	taxid:9606(human|Homo sapiens)	taxid:132487(measw|Measles virus (strain Edmonston-Schwarz vaccine))	VIRUS
O15269	P03428	taxid:9606(human|Homo sapiens)	taxid:211044(i34a1|Influenza A virus (strain A/Puerto Rico/8/1934 H1N1))	VIRUS
O15269	Q20MH8	taxid:9606(human|Homo sapiens)	taxid:381518(i33a0|Influenza A virus (strain A/Wilson-Smith/1933 H1N1))	VIRUS
O15269	I6T1Z2	taxid:9606(human|Homo sapiens)	taxid:387139(i68a0|Influenza A virus (strain A/Aichi/2/1968 H3N2))	VIRUS
O15269	A0A142I5B9	taxid:9606(human|Homo sapiens)	taxid:2316109(ZIKVK|Zika virus (isolate ZIKV/Human/Cambodia/FSS13025/2010))	VIRUS
O15269	C5E526	taxid:9606(human|Homo sapiens)	taxid:643960(A/New York/1682/2009(H1N1)|Influenza A virus)	VIRUS
O15270	A0A384L0S4	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O15270	P0DOE9	taxid:9606(human|Homo sapiens)	taxid:11259(hrsva|human respiratory sy)	VIRUS
O15270	Q20MH8	taxid:9606(human|Homo sapiens)	taxid:381518(i33a0|Influenza A virus (strain A/Wilson-Smith/1933 H1N1))	VIRUS
O15304	Q8ZJP7	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O15304	Q5NGX6	taxid:9606(human|Homo sapiens)	taxid:177416(fratt|Francisella tularensis subsp. tularensis)	BACTERIA
O15417	Q81S14	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O43175	P0DOE9	taxid:9606(human|Homo sapiens)	taxid:11259(hrsva|human respiratory sy)	VIRUS
O43175	Q77M19	taxid:9606(human|Homo sapiens)	taxid:132487(measw|Measles virus (strain Edmonston-Schwarz vaccine))	VIRUS
O43186	P0DOF5	taxid:9606(human|Homo sapiens)	taxid:381517(i72a2|Influenza A virus (strain A/Udorn/307/1972 H3N2))	VIRUS
O43186	P40956	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O43186	P40482	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O43186	P20053	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O43186	P40482	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O43186	P40956	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O43186	P40482	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O43186	Q03920	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O43186	Q03920	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O43186	P40956	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O43186	P20053	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O43186	Q03920	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O43186	P20053	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O43252	A0A0J1HPE8	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O43264	P06821	taxid:9606(human|Homo sapiens)	taxid:211044(i34a1|Influenza A virus (strain A/Puerto Rico/8/1934 H1N1))	VIRUS
O43264	Q5NFN4	taxid:9606(human|Homo sapiens)	taxid:177416(fratt|Francisella tularensis subsp. tularensis)	BACTERIA
O43264	Q20MH8	taxid:9606(human|Homo sapiens)	taxid:381518(i33a0|Influenza A virus (strain A/Wilson-Smith/1933 H1N1))	VIRUS
O43264	C5E519	taxid:9606(human|Homo sapiens)	taxid:643960(A/New York/1682/2009(H1N1)|Influenza A virus)	VIRUS
O43264	Q8ZAN0	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O43399	Q8D1P4	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O43399	Q81S14	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O43464	A0A0J1HS73	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O43464	Q8D0U3	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O43464	Q5NHI6	taxid:9606(human|Homo sapiens)	taxid:177416(fratt|Francisella tularensis subsp. tularensis)	BACTERIA
O43464	Q81SN0	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O43464	Q8CZZ5	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O43464	A0A384KAD8	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O43464	A0A384KR24	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O43464	A0A384LN63	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O43464	O68709	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O43464	A0A384KH41	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O43464	P58644	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O43464	Q7CHF8	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O43464	Q5NHE7	taxid:9606(human|Homo sapiens)	taxid:177416(fratt|Francisella tularensis subsp. tularensis)	BACTERIA
O43464	A0A384LBM9	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O43464	A0A2A7DET4	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O43464	A0A384KDB2	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O43464	Q7CGT6	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O43516	Q7CG26	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O43516	A0A384LK21	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O43542	A0A384L8E0	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O43542	Q8ZAN0	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O43615	Q81S14	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O43617	P38334	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O43617	P06821	taxid:9606(human|Homo sapiens)	taxid:211044(i34a1|Influenza A virus (strain A/Puerto Rico/8/1934 H1N1))	VIRUS
O43617	P38334	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O43617	C5E519	taxid:9606(human|Homo sapiens)	taxid:643960(A/New York/1682/2009(H1N1)|Influenza A virus)	VIRUS
O43617	P38334	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O43715	Q81VV7	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O43716	Q99IB8-PRO_0000045598	taxid:9606(human|Homo sapiens)	taxid:356411(hcvjf|Hepatitis C virus genotype 2a (isolate JFH-1))	VIRUS
O43815	Q5NGE6	taxid:9606(human|Homo sapiens)	taxid:177416(fratt|Francisella tularensis subsp. tularensis)	BACTERIA
O43815	P03485	taxid:9606(human|Homo sapiens)	taxid:211044(i34a1|Influenza A virus (strain A/Puerto Rico/8/1934 H1N1))	VIRUS
O43819	P03431	taxid:9606(human|Homo sapiens)	taxid:211044(i34a1|Influenza A virus (strain A/Puerto Rico/8/1934 H1N1))	VIRUS
O43819	P0DOE9	taxid:9606(human|Homo sapiens)	taxid:11259(hrsva|human respiratory sy)	VIRUS
O43819	Q77M19	taxid:9606(human|Homo sapiens)	taxid:132487(measw|Measles virus (strain Edmonston-Schwarz vaccine))	VIRUS
O43822	Q81UC9	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O43823	P03428	taxid:9606(human|Homo sapiens)	taxid:211044(i34a1|Influenza A virus (strain A/Puerto Rico/8/1934 H1N1))	VIRUS
O43823	P03431	taxid:9606(human|Homo sapiens)	taxid:211044(i34a1|Influenza A virus (strain A/Puerto Rico/8/1934 H1N1))	VIRUS
O43823	C5E526	taxid:9606(human|Homo sapiens)	taxid:643960(A/New York/1682/2009(H1N1)|Influenza A virus)	VIRUS
O43823	Q5EP37	taxid:9606(human|Homo sapiens)	taxid:284218(influenza a virus (a/viet nam/1203/2004(h5n1))|Influenza A virus (A/Viet Nam/1203/2004(H5N1)))	VIRUS
O43823	B4URF7	taxid:9606(human|Homo sapiens)	taxid:381518(i33a0|Influenza A virus (strain A/Wilson-Smith/1933 H1N1))	VIRUS
O43823	Q1K9H5	taxid:9606(human|Homo sapiens)	taxid:381518(i33a0|Influenza A virus (strain A/Wilson-Smith/1933 H1N1))	VIRUS
O43823	C5E527	taxid:9606(human|Homo sapiens)	taxid:643960(A/New York/1682/2009(H1N1)|Influenza A virus)	VIRUS
O43823	I6T1Z2	taxid:9606(human|Homo sapiens)	taxid:387139(i68a0|Influenza A virus (strain A/Aichi/2/1968 H3N2))	VIRUS
O43826	Q77M19	taxid:9606(human|Homo sapiens)	taxid:132487(measw|Measles virus (strain Edmonston-Schwarz vaccine))	VIRUS
O43914	Q9ZC68	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O43914	Q8ZH37	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O43914	Q5NEC0	taxid:9606(human|Homo sapiens)	taxid:177416(fratt|Francisella tularensis subsp. tularensis)	BACTERIA
O43933	Q1K9H5	taxid:9606(human|Homo sapiens)	taxid:381518(i33a0|Influenza A virus (strain A/Wilson-Smith/1933 H1N1))	VIRUS
O60234	A0A384KSL1	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O60237	Q81PE9	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O60296	Q7ARD3	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O60333	P29991-PRO_0000037941	taxid:9606(human|Homo sapiens)	taxid:31635(den27|Dengue virus type 2 (strain 16681-PDK53))	VIRUS
O60333	P29991-PRO_0000308465	taxid:9606(human|Homo sapiens)	taxid:31635(den27|Dengue virus type 2 (strain 16681-PDK53))	VIRUS
O60333	Q8CLF6	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O60333	Q5NGF9	taxid:9606(human|Homo sapiens)	taxid:177416(fratt|Francisella tularensis subsp. tularensis)	BACTERIA
O60488	P0DOE9	taxid:9606(human|Homo sapiens)	taxid:11259(hrsva|human respiratory sy)	VIRUS
O60613	A0A142I5B9	taxid:9606(human|Homo sapiens)	taxid:2316109(ZIKVK|Zika virus (isolate ZIKV/Human/Cambodia/FSS13025/2010))	VIRUS
O60613	Q81K97	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O60645	A0A384LC57	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O60664	A0A384K924	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O60664	Q5NGP5	taxid:9606(human|Homo sapiens)	taxid:177416(fratt|Francisella tularensis subsp. tularensis)	BACTERIA
O60664	Q8ZAE1	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O60664	Q81QV1	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O60711	Q5NGW8	taxid:9606(human|Homo sapiens)	taxid:177416(fratt|Francisella tularensis subsp. tularensis)	BACTERIA
O60711	A0A384LCM3	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O60711	Q8ZBT8	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O60711	Q8D0I3	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O60711	Q8CLR7	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O60711	Q8CZX0	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O60711	A0A0J1I0J1	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O60749	Q8D017	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O60749	A0A0J1KJE1	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O60749	A0A0F7RM31	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O60749	A0A1S0QZ90	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O60749	Q81TM3	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O60762	Q5NHY6	taxid:9606(human|Homo sapiens)	taxid:177416(fratt|Francisella tularensis subsp. tularensis)	BACTERIA
O60762	Q77M19	taxid:9606(human|Homo sapiens)	taxid:132487(measw|Measles virus (strain Edmonston-Schwarz vaccine))	VIRUS
O60762	P0DOE9	taxid:9606(human|Homo sapiens)	taxid:11259(hrsva|human respiratory sy)	VIRUS
O60783	P03466	taxid:9606(human|Homo sapiens)	taxid:211044(i34a1|Influenza A virus (strain A/Puerto Rico/8/1934 H1N1))	VIRUS
O60783	I6TAH8	taxid:9606(human|Homo sapiens)	taxid:387139(i68a0|Influenza A virus (strain A/Aichi/2/1968 H3N2))	VIRUS
O60783	A0A142I5B9	taxid:9606(human|Homo sapiens)	taxid:2316109(ZIKVK|Zika virus (isolate ZIKV/Human/Cambodia/FSS13025/2010))	VIRUS
O60826	P03427	taxid:9606(human|Homo sapiens)	taxid:381518(i33a0|Influenza A virus (strain A/Wilson-Smith/1933 H1N1))	VIRUS
O60830	A0A142I5B9	taxid:9606(human|Homo sapiens)	taxid:2316109(ZIKVK|Zika virus (isolate ZIKV/Human/Cambodia/FSS13025/2010))	VIRUS
O60840	Q8ZCK2	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O60869	Q5NGM6	taxid:9606(human|Homo sapiens)	taxid:177416(fratt|Francisella tularensis subsp. tularensis)	BACTERIA
O60884	P03427	taxid:9606(human|Homo sapiens)	taxid:381518(i33a0|Influenza A virus (strain A/Wilson-Smith/1933 H1N1))	VIRUS
O60884	A0A142I5B9	taxid:9606(human|Homo sapiens)	taxid:2316109(ZIKVK|Zika virus (isolate ZIKV/Human/Cambodia/FSS13025/2010))	VIRUS
O60884	Q77M19	taxid:9606(human|Homo sapiens)	taxid:132487(measw|Measles virus (strain Edmonston-Schwarz vaccine))	VIRUS
O60884	Q77M19	taxid:9606(human|Homo sapiens)	taxid:132487(measw|Measles virus (strain Edmonston-Schwarz vaccine))	VIRUS
O60884	P0DOE9	taxid:9606(human|Homo sapiens)	taxid:11259(hrsva|human respiratory sy)	VIRUS
O60884	Q8JPQ9	taxid:9606(human|Homo sapiens)	taxid:796210(bunl8|Bunyavirus La Crosse (isolate Human/United States/L78/1978))	VIRUS
O60888	Q8ZHG0	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O60888	Q8CLT1	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O60888	Q5NEB6	taxid:9606(human|Homo sapiens)	taxid:177416(fratt|Francisella tularensis subsp. tularensis)	BACTERIA
O60888	A0A384KR24	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O60930	A0A384LBC5	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O60941	Q5NEB6	taxid:9606(human|Homo sapiens)	taxid:177416(fratt|Francisella tularensis subsp. tularensis)	BACTERIA
O60941	Q81XC3	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O60941	Q5NGF9	taxid:9606(human|Homo sapiens)	taxid:177416(fratt|Francisella tularensis subsp. tularensis)	BACTERIA
O60941	Q81TW1	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O60941	Q5NEV8	taxid:9606(human|Homo sapiens)	taxid:177416(fratt|Francisella tularensis subsp. tularensis)	BACTERIA
O75081	Q8D068	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O75081	A0A1Q4M7Y6	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O75094	P03185	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
O75116	Q8JPQ9	taxid:9606(human|Homo sapiens)	taxid:796210(bunl8|Bunyavirus La Crosse (isolate Human/United States/L78/1978))	VIRUS
O75127	C5E522	taxid:9606(human|Homo sapiens)	taxid:643960(A/New York/1682/2009(H1N1)|Influenza A virus)	VIRUS
O75127	I6TAH8	taxid:9606(human|Homo sapiens)	taxid:387139(i68a0|Influenza A virus (strain A/Aichi/2/1968 H3N2))	VIRUS
O75127	Q1K9H2	taxid:9606(human|Homo sapiens)	taxid:381518(i33a0|Influenza A virus (strain A/Wilson-Smith/1933 H1N1))	VIRUS
O75127	P03466	taxid:9606(human|Homo sapiens)	taxid:211044(i34a1|Influenza A virus (strain A/Puerto Rico/8/1934 H1N1))	VIRUS
O75143	Q5NHI7	taxid:9606(human|Homo sapiens)	taxid:177416(fratt|Francisella tularensis subsp. tularensis)	BACTERIA
O75146	C5E519	taxid:9606(human|Homo sapiens)	taxid:643960(A/New York/1682/2009(H1N1)|Influenza A virus)	VIRUS
O75153	Q7CIZ7	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O75165	A0A142I5B9	taxid:9606(human|Homo sapiens)	taxid:2316109(ZIKVK|Zika virus (isolate ZIKV/Human/Cambodia/FSS13025/2010))	VIRUS
O75251	Q77M19	taxid:9606(human|Homo sapiens)	taxid:132487(measw|Measles virus (strain Edmonston-Schwarz vaccine))	VIRUS
O75251	Q1K9H5	taxid:9606(human|Homo sapiens)	taxid:381518(i33a0|Influenza A virus (strain A/Wilson-Smith/1933 H1N1))	VIRUS
O75306	P03431	taxid:9606(human|Homo sapiens)	taxid:211044(i34a1|Influenza A virus (strain A/Puerto Rico/8/1934 H1N1))	VIRUS
O75306	C5E527	taxid:9606(human|Homo sapiens)	taxid:643960(A/New York/1682/2009(H1N1)|Influenza A virus)	VIRUS
O75306	P0DOE9	taxid:9606(human|Homo sapiens)	taxid:11259(hrsva|human respiratory sy)	VIRUS
O75340	P03431	taxid:9606(human|Homo sapiens)	taxid:211044(i34a1|Influenza A virus (strain A/Puerto Rico/8/1934 H1N1))	VIRUS
O75340	Q8CZP1	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O75340	Q8D0P1	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O75340	Q1K9H5	taxid:9606(human|Homo sapiens)	taxid:381518(i33a0|Influenza A virus (strain A/Wilson-Smith/1933 H1N1))	VIRUS
O75340	Q81UK8	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O75340	P03427	taxid:9606(human|Homo sapiens)	taxid:381518(i33a0|Influenza A virus (strain A/Wilson-Smith/1933 H1N1))	VIRUS
O75340	Q8ZI65	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O75340	P03428	taxid:9606(human|Homo sapiens)	taxid:211044(i34a1|Influenza A virus (strain A/Puerto Rico/8/1934 H1N1))	VIRUS
O75340	B4URF7	taxid:9606(human|Homo sapiens)	taxid:381518(i33a0|Influenza A virus (strain A/Wilson-Smith/1933 H1N1))	VIRUS
O75352	A0A142I5B9	taxid:9606(human|Homo sapiens)	taxid:2316109(ZIKVK|Zika virus (isolate ZIKV/Human/Cambodia/FSS13025/2010))	VIRUS
O75381	P03508	taxid:9606(human|Homo sapiens)	taxid:211044(i34a1|Influenza A virus (strain A/Puerto Rico/8/1934 H1N1))	VIRUS
O75381	Q8D0X2	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O75385	Q81KV7	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O75385	Q8D194	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O75396	A0A0J1HYA4	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O75396	P0DOE9	taxid:9606(human|Homo sapiens)	taxid:11259(hrsva|human respiratory sy)	VIRUS
O75396	Q77M19	taxid:9606(human|Homo sapiens)	taxid:132487(measw|Measles virus (strain Edmonston-Schwarz vaccine))	VIRUS
O75396	A0A1Q4M2K3	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O75477	P15303	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O75477	P15303	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O75477	P15303	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O75477	A0A142I5B9	taxid:9606(human|Homo sapiens)	taxid:2316109(ZIKVK|Zika virus (isolate ZIKV/Human/Cambodia/FSS13025/2010))	VIRUS
O75489	Q77M19	taxid:9606(human|Homo sapiens)	taxid:132487(measw|Measles virus (strain Edmonston-Schwarz vaccine))	VIRUS
O75489	P0DOE9	taxid:9606(human|Homo sapiens)	taxid:11259(hrsva|human respiratory sy)	VIRUS
O75489	P03433	taxid:9606(human|Homo sapiens)	taxid:211044(i34a1|Influenza A virus (strain A/Puerto Rico/8/1934 H1N1))	VIRUS
O75503	Q5NF50	taxid:9606(human|Homo sapiens)	taxid:177416(fratt|Francisella tularensis subsp. tularensis)	BACTERIA
O75521	Q8D1A1	taxid:9606(human|Homo sapiens)	taxid:632(yerpe|Yersinia pestis)	BACTERIA
O75521	P29991-PRO_0000037946	taxid:9606(human|Homo sapiens)	taxid:31635(den27|Dengue virus type 2 (strain 16681-PDK53))	VIRUS
O75521	Q5NG84	taxid:9606(human|Homo sapiens)	taxid:177416(fratt|Francisella tularensis subsp. tularensis)	BACTERIA
O75531	E7ELX2	taxid:9606(human|Homo sapiens)	taxid:945062(recombinant hepatitis c virus j6/jfh1(ed43-ns5a)|Recombinant Hepatitis C virus J6/JFH1(ED43-NS5A))	VIRUS
O75569	P38732	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O75569	P38732	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O75569	P03496	taxid:9606(human|Homo sapiens)	taxid:211044(i34a1|Influenza A virus (strain A/Puerto Rico/8/1934 H1N1))	VIRUS
O75569	Q0HD54	taxid:9606(human|Homo sapiens)	taxid:383543(i40a0|Influenza A virus (strain A/Hickox/1940 H1N1))	VIRUS
O75569	P38732	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
O75569	Q81YN3	taxid:9606(human|Homo sapiens)	taxid:1392(bacan|Bacillus anthracis)	BACTERIA
O75569	P03496	taxid:9606(human|Homo sapiens)	taxid:211044(i34a1|Influenza A virus (strain A/Puerto Rico/8/1934 H1N1))	VIRUS
O75569	P38732	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
